new_catalysts,best_predicted_activity,true_activity,Al/M,T,P,t,metal
Cc1cccc2c1C=[N+](C)[Zr-2]1([Cl])([Cl])([O]c3ccc(F)cc3C=[N+]1C)[O]2,0.7860501602279405,520.356473,9400,60,8,1,40
CCC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7860405055249171,520.2870701,700,50,10,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]c1ccccc1C(F)=[N+]2c1ccccc1,0.7859765428422236,519.8275074,1700,60,8,1,72
Cc1ccc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2c(C)cc(C)cc2C=[N+]3c2ccccc2)cc1,0.7859128523834812,519.3703039,9400,30,8,1,72
CCC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1,0.785910717465513,519.3549853,9400,50,10,1,72
CC1=[N+](c2ccccc2)[Fe-3]2([Cl])([Cl])[N+](c3ccc(C)cc3)=C(C)c3cc(C)cc1[n+]32,0.7858633691859627,519.0153652,1300,60,10,1,26
CC1=[N+](Cc2ccccc2C)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1c(C)cccc1C=[N+]2C,0.7857877417771577,518.4733649,9400,50,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccc(Cc2ccccc2)cc1,0.785769285032347,518.3411766,9400,30,8,1,72
CCC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cc(CC)cc1[n+]32,0.7856802256997965,517.7038017,800,60,1,1,27
CC1=[N+](Cc2cccc(F)c2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7853743921275164,515.52099,6200,60,8,1,72
CC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1cccc(C)c1C=[N+]2C,0.7853080548138939,515.0487398,9400,50,8,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1Cc1cc(C)ccc1C)[O]2,0.7851656401979556,514.0363619,9400,30,8,1,72
Cc1c(C)c(C)c(C[N+]2=Cc3ccccc3[O][Ti-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)c(C)c1C,0.7850188103797588,512.9946812,1300,60,8,1,22
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2c(C)cccc2C)[O]c2ccccc21,0.785010376060736,512.9349082,9400,30,8,1,72
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cc(CC(C)C)cc1[n+]32,0.7849336118701373,512.3912104,800,60,1,1,28
Cc1cccc2c1[O][Zr-2]1([Cl])([Cl])([O]c3c(C)cc(F)cc3C=[N+]1C)[N+](C)=C2,0.7847133123657781,510.8340929,700,70,8,1,40
Cc1cccc2c1[O][Zr-2]1([Cl])([Cl])([O]c3ccc(F)cc3C=[N+]1C)[N+](C)=C2,0.7845673516078291,509.8050224,700,70,8,1,40
CC(C)c1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]CCC=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.7843904149728286,508.5603412,9400,30,8,1,72
CC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C(C)=[N+]2C,0.7843297438255947,508.1342431,9400,50,8,1,72
CC1=[N+](c2ccc(C)cc2)[Co-3]2([Cl])([Cl])[N+](c3cccc(F)c3)=C(C)c3cccc1[n+]32,0.7842006514643234,507.2288051,1800,60,10,1,27
CC1=[N+](c2cccc(C)c2)[Co-3]2([Cl])([Cl])[N+](c3cccc(F)c3)=C(C)c3cccc1[n+]32,0.7841670340841689,506.9932818,1800,60,10,1,27
CC1=[N+](C)[Zr-2]2([Cl])([Cl])([O]c3ccc(F)cc3C=[N+]2C)[O]c2ccccc21,0.7841236892334074,506.6897693,700,70,10,1,40
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C1CCCCCC1)=[N+]2c1ccccc1,0.7840987036575834,506.514896,800,60,1,1,72
CC1(c2c(F)cccc2F)C=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]C1)[O]c1ccccc1C=[N+]2c1ccccc1,0.7838770871052652,504.9664478,6200,30,8,1,72
Cc1ccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccc(C)cc2C=[N+]3c2ccccc2)cc1,0.7838650530063681,504.8825005,9400,50,8,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2ccc(C)cc2C=[N+]1c1ccccc1,0.7838399478994909,504.7074174,9400,55,10,1,72
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(C)cc2C=[N+]1c1ccccc1F,0.7837760773751612,504.2622581,6200,60,8,1,72
CC1CC(Cc2ccccc2)=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.7837320376284964,503.9555423,9400,30,8,1,72
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(CC(C)C)cc3)=C(CC)c3cccc1[n+]32,0.783690972574785,503.6697119,800,30,2,1,28
CC1=[N+](Cc2cc(C)c(C)c(C)c2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7836482355911372,503.3724164,9400,30,10,1,72
CC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3cccc(F)c3C)=C(C)c3cccc1[n+]32,0.7836345478391775,503.277236,1600,60,10,1,28
Cc1ccc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccc(C)cc2C=[N+]3c2ccccc2)c(C)c1,0.7835903474724951,502.9700033,9400,30,8,1,72
CC(C)c1cccc(C(C)C)c1C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7835860515690363,502.9401528,9400,30,8,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccc(F)cc1C=[N+]2C,0.783554122148822,502.7183442,700,70,8,1,72
Cc1cc(C)c2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.7835463776212142,502.6645589,9400,55,8,1,72
CC[N+]1=Cc2c(C)cccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.783504718973955,502.3753408,9400,60,8,1,40
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1c(C)cccc1C)=[N+]2c1ccccc1,0.7834417845237363,501.9387296,1300,60,8,1,22
CC1=[N+](C)[Zr-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2c(C(C)C)cccc2C(C)C)[O]c2ccccc21,0.7834265490578133,501.8330898,9400,30,8,1,40
[H]c1cccc2c1C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]C(C)CC=[N+]1c1ccccc1,0.7834183513669244,501.7762577,9400,60,10,1,72
Cc1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3c(F)cccc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.7833509052047783,501.3089188,6200,60,8,1,72
Cc1ccc(-c2ccc([N+]3=Cc4ccccc4[O][Zr-2]34([Cl])([Cl])[O]c3ccccc3C=[N+]4C)cc2)c(C)c1C,0.783030324411211,499.0935375,9400,50,8,1,40
CCCCC1CC(C)=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.7829697410161618,498.6759757,9400,30,8,1,72
Cc1cc(C)c2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(cc(C)c(-c3c(F)c(F)c(F)c(F)c3F)c2C)C=[N+]1c1ccccc1,0.7828517361123704,497.8636476,6200,60,8,1,72
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3cccc(F)c3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.782756995518645,497.2124253,6200,50,8,1,72
CC1=[N+](c2ccccc2)[Fe-3]2([Cl])([Cl])[N+](c3cc(C)cc(C)c3)=C(C)c3cccc1[n+]32,0.7827129617632742,496.9100387,1300,60,10,1,26
Cc1cc(C)c2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccc(F)cc3C=[N+]1C)[O]2,0.7827027330755887,496.8398231,6200,60,8,1,72
CC[N+]1=Cc2cc(C)ccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7826180416948388,496.2588333,9400,50,8,1,72
CC1=[N+](c2ccccc2F)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.7825853116231277,496.0344844,9400,60,8,1,40
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1c(C)cccc1C)=[N+]2c1ccccc1,0.7824260393869394,494.9441966,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]CC(c1c(F)c(F)c(F)c(F)c1F)C(C)=[N+]2c1ccccc1,0.7822987817904166,494.0747855,9400,30,8,1,40
Cc1ccc(C2(C)C=[N+](c3ccccc3)[Hf-2]3([Cl])([Cl])([O]CCC=[N+]3c3ccccc3)[O]C2)cc1,0.7820713360644372,492.5247014,9400,30,8,1,72
Cc1cc(F)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3c(C)cccc3C=[N+]1C)[O]2,0.7819382757120256,491.6201266,700,70,8,1,72
Cc1cc(C)c2c(c1)C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(C)cc2C=[N+]1c1ccc(F)cc1,0.7818232850634061,490.8397321,9400,30,8,1,40
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccc(C3CC3)cc1)[O]2,0.7817830598161694,490.5670324,9400,55,8,1,40
[Cl][Hf-2]12([Cl])([O]CCC=[N+]1c1ccccc1)[O]CCC(CCCCc1ccccc1)=[N+]2c1ccccc1,0.7817795057504388,490.5429455,9400,30,10,1,72
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(C)c3ccc(F)c1[n+]32,0.7817520206321283,490.3567114,700,70,10,1,28
Cc1ccc(C2C=[N+](c3ccccc3)[Hf-2]3([Cl])([Cl])([O]C2)[O]c2ccccc2C=[N+]3c2ccccc2)cc1,0.7817270172008385,490.1873542,9400,30,8,1,72
Cc1cccc2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cccc(F)c2C=[N+]1C,0.781457790522583,488.367487,700,70,10,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2F)[O]CC1,0.7813610828485341,487.7154315,9400,60,8,1,40
Cc1cc2c(cc1C)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.781261077145216,487.0420546,9400,55,8,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2ccc(C(C)C)cc2C=[N+]1c1ccccc1,0.7808434587233632,484.240102,9400,30,8,1,72
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3cc(C)ccc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.7803893794179136,481.2118091,9400,55,10,1,72
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(cc(C)c(F)c2C)C=[N+]1C,0.7803824400402842,481.165677,700,75,10,1,72
CCc1cccc2c1C=[N+](C)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C(C)=[N+]1C)[O]2,0.7802142256809887,480.0487621,9400,60,8,1,40
Cc1cc(C)c(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccc(C)cc2C=[N+]3c2ccccc2)c(C)c1,0.7801239367819635,479.4503287,9400,30,8,1,72
Cc1ccc([N+]2=Cc3cccc(C)c3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)cc1,0.7800958091396369,479.2640516,9400,55,8,1,72
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](c1ccc(C(C)C)cc1)=C2,0.7800953303063177,479.2608811,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1F,0.7800554366029777,478.9968083,9400,60,8,1,40
CCC[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7799350264349559,478.2006462,9400,60,10,1,40
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]c3ccc(C)cc3C=[N+]2C)[O]c2ccccc21,0.7797992527299983,477.3044863,9400,50,8,1,40
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccccc1C1CCCC1,0.7797812765118293,477.1859621,1000,60,8,1,22
CCCCCC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cccc1[n+]32,0.7795696696042853,475.7929664,800,60,1,1,27
CC[N+]1=Cc2cc(C)ccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7794540149386262,475.033338,9400,60,8,1,40
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]CC(F)C=[N+]2c1ccccc1,0.7792887806662746,473.9501707,9400,60,8,1,40
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]C(F)CC(C)=[N+]2c1ccccc1,0.779174500567824,473.2024706,9400,60,10,1,40
Cc1ccccc1[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1cccc(C)c1C=[N+]2c1ccccc1,0.7791439375443252,473.002706,9400,55,8,1,72
CCC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3c(CC)ccc1[n+]32,0.7791316543013375,472.9224446,800,60,1,1,27
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2Cc1ccc2ccccc2c1,0.7790360864235446,472.2984481,9400,50,8,1,72
Cc1cccc2c1C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cccc(C)c2C=[N+]1c1ccccc1,0.7789721279733564,471.8813007,9400,55,10,1,72
CCC[N+]1=Cc2ccc(C)cc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7789160980187642,471.516167,700,50,8,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccc(F)cc21,0.7787597318363834,470.4986602,700,75,10,1,72
Cc1ccc2c(c1C)[O][Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](c1ccccc1)=C2,0.7786970755850515,470.0915595,9400,50,8,1,40
Cc1ccc2c(c1F)[O][Hf-2]1([Cl])([Cl])([O]c3c(C)cccc3C=[N+]1C)[N+](C)=C2,0.7786846466841252,470.0108463,700,70,10,1,72
[H]c1cc(C(C)C)ccc1[N+]1=C(C)c2cccc3[n+]2[Ni-3]1([Cl])([Cl])[N+](c1ccc(C(C)C)cc1)=C3C,0.7786472830358191,469.7682903,800,30,2,1,28
FCC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.778633923263444,469.6815922,9400,60,8,1,40
CCCC[N+]1=C(C)c2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7785495833178532,469.1346382,9400,50,8,1,40
Cc1ccc2c(c1)C=[N+](c1ccc(C(C)C)cc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]2,0.7785277297304821,468.9930191,9400,30,8,1,72
CC1=[N+](c2ccccc2C)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.7784209314330313,468.3015429,700,60,8,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2Cc1cccc(F)c1F,0.7781910830245482,466.8168225,6200,60,8,1,72
CCCCC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C(C)=[N+]2C,0.7781071673295716,466.2759375,700,60,8,1,72
CC1=[N+](c2ccccc2C)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3F)=C(C)c3cccc1[n+]32,0.778025816113165,465.7521804,1600,60,10,1,28
Cc1cccc2c1C=[N+](C)[Zr-2]1([Cl])([Cl])([O]2)[O]c2cccc(C)c2C=[N+]1c1ccccc1,0.7780199182909983,465.7142318,9400,60,10,1,40
CCCCC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7778943391545596,464.9069461,700,50,10,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1C)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7778882310642324,464.8677159,9400,50,10,1,40
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3cc(C)ccc3F)=C(C)c3cccc1[n+]32,0.7778877007813635,464.8643102,1800,60,10,1,27
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(F)cccc2C=[N+]1C,0.7778397227060322,464.5562809,700,70,8,1,72
CC1=[N+](c2ccc(C)cc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3F)=C(C)c3cccc1[n+]32,0.7778168935015042,464.4097843,700,70,10,1,28
CCC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]c1ccccc1C=[N+]2c1ccccc1,0.777799314490258,464.2970101,9400,60,8,1,72
CC1=[N+](Cc2ccc(F)cc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7776917444433943,463.6075144,6200,60,8,1,72
CCCC[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.777572904213016,462.8469703,9400,60,10,1,40
C[N+]1=Cc2ccccc2[O][Ti-2]12([Cl])([Cl])[O]c1ccc(F)cc1C=[N+]2c1ccccc1,0.7775179091350661,462.4954396,6200,60,8,1,22
CCc1cccc2c1[O][Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7774409351255076,462.0038671,9400,60,8,1,40
[H]c1ccc(C)c2c1[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.777306681188088,461.1477427,9400,50,8,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3cccc(F)c31)[O]c1c(C)cccc1C=[N+]2c1ccccc1,0.7772881097945366,461.0294397,6200,60,8,1,72
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cc(-c4c(C)cc(C)cc4C)cc1[n+]32,0.7772541736464946,460.8133389,800,60,1,1,28
CCCc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3cc(C)ccc3C=[N+]1c1ccccc1)[N+](C)=C2,0.7771787359679947,460.3333248,9400,50,10,1,72
CC1=[N+](C)[Zr-2]2([Cl])([Cl])([O]c3ccc(C)cc3C=[N+]2c2ccccc2)[O]c2ccccc21,0.7771680747524501,460.2655272,9400,50,8,1,40
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cc(C(C)C)cc1[n+]32,0.7771095677218365,459.8936429,700,60,2,1,28
Cc1c(F)ccc2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7770711836801387,459.6498281,700,70,8,1,72
Cc1cc2c(c(C)c1F)[O][Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7769061581226987,458.6030606,700,70,8,1,40
[H]CC(C)c1ccc([N+]2=C(C)c3cccc4[n+]3[Fe-3]2([Cl])([Cl])[N+](c2ccc(C(C)C)cc2)=C4C)cc1,0.7768625731353577,458.3269964,1000,30,1,1,26
C[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccc(-c2c(F)c(F)c(F)c(F)c2F)cc1,0.7768411959566671,458.1916556,9400,60,8,1,40
Cc1c(F)ccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7768369187727737,458.1645812,700,70,8,1,72
Cc1cccc2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)ccc(F)c2C=[N+]1C,0.7767442718445872,457.5785219,700,70,8,1,72
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3)=C(CC)c3cccc1[n+]32,0.776711896807815,457.373903,800,60,2,1,28
Cc1ccccc1C1C=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]C1)[O]c1ccccc1C=[N+]2c1ccccc1,0.7766930182882942,457.2546279,9400,30,8,1,72
CC1=[N+](c2cccc(C)c2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.7766773624111426,457.1557372,9400,60,8,1,72
Cc1cc(C)c2c(c1)C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(C)cc2C=[N+]1c1cccc(F)c1,0.7766315464451083,456.8664625,9400,60,8,1,40
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccc(C(C)C)cc1)[O]2,0.7766076773062753,456.7158291,9400,30,8,1,72
Cc1cccc2c1C=[N+](c1cccc(F)c1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7764030070214745,455.4262323,9400,60,8,1,40
Cc1cc(C)c2c(c1)C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(CF)cc2C=[N+]1c1ccccc1,0.7763380084248961,455.0174482,9400,30,8,1,40
Cc1cccc2c1C=[N+](c1ccc(F)cc1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7762792963777561,454.6485164,9400,60,8,1,40
Cc1ccc2c(c1)C=[N+](C)[Zr-2]1([Cl])([Cl])([O]2)[O]c2ccc(F)cc2C=[N+]1C,0.776197510672638,454.1350941,9400,60,10,1,40
Cc1c(F)ccc2c1C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7761951267866585,454.1201375,9400,60,8,1,40
Cc1cc2c(cc1F)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7761373853120447,453.7580177,700,70,8,1,72
Cc1ccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)cc1,0.7758677604516154,452.0709109,9400,50,8,1,72
Cc1cccc2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cccc(C)c2C=[N+]1c1ccccc1,0.7757434013690258,451.2948819,9400,60,10,1,72
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cc(F)ccc2C=[N+]1C,0.7757407200693784,451.2781646,700,70,8,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2CCc1ccccc1,0.7755981078438697,450.3899043,9400,50,8,1,72
C[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1cccc(CF)c1C=[N+]2c1ccccc1,0.7755009845428794,449.7859728,9400,60,8,1,40
Cc1cccc2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(F)cccc2C=[N+]1C,0.7754643563674732,449.5584221,700,70,8,1,72
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3cccc(F)c3C=[N+]1C)[N+](C)=C2,0.775376007012753,449.0100297,700,70,8,1,72
CC1=[N+](c2ccc(C)cc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.7753009764956211,448.5448338,9400,60,8,1,72
Cc1ccc2c(c1C)C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7751740988222261,447.7592773,9400,50,10,1,40
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1c(ccc(F)c1C)C=[N+]2C,0.7751091909429725,447.3579356,700,75,10,1,72
CC1=[N+](c2ccc(F)cc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3)=C(C)c3cccc1[n+]32,0.7749921698113872,446.6352734,6200,60,6,1,28
CCCC1C=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]C1,0.7748575942420026,445.8056471,9400,60,8,1,72
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2ccc(F)cc2C=[N+]1C,0.7748551281838084,445.7904588,700,70,10,1,72
[H]c1ccc(C(C)C)c([N+]2=C(C)c3cccc4[n+]3[Fe-3]2([Cl])([Cl])[N+](c2ccccc2C(C)C)=C4C)c1,0.7748490184866695,445.7528319,1000,30,1,1,26
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](c1cccc(F)c1)=C2,0.7747091648069157,444.892402,6200,50,8,1,72
Cc1ccc(C2=[N+](c3ccccc3)[Hf-2]3([Cl])([Cl])([O]CCC=[N+]3c3ccccc3)[O]C(C)C2)cc1,0.7744707523666344,443.4294308,9400,30,8,1,72
Cc1ccc2c(c1)C=[N+](c1cccc(F)c1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7744286571742066,443.171622,9400,60,8,1,40
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1cc(CF)ccc1C=[N+]2C,0.7742554505549709,442.1124077,700,70,8,1,72
CCCCC[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7741495492968367,441.4660348,9400,50,10,1,40
CCC1C[O][Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[N+](c2ccccc2)=C1C,0.7740789611214083,441.0357218,9400,30,8,1,72
